vendor,contract_file,category,risk_level,lock_in_mechanism,clause_text,keywords_found
Fly,fly.html,termination_exit,Medium,standard,"support@fly.io 5. DISCLAIMER EXCEPT AS EXPRESSLY PROVIDED IN THIS SECTION AND TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, THE FLY.IO SERVICES AND DOCUMENTATION ARE PROVIDED “AS IS,” “AS AVAILABLE,” AND WITH ALL FAULTS, AND FLY.IO AND ITS AFFILIATES, SUPPLIERS, CONTRACTORS, AND LICENSORS HEREBY DISCLAIM ALL OTHER WARRANTIES, REPRESENTATIONS, OR CONDITIONS, RELATING TO THE FLY.IO SERVICES AND DOCUMENTATION WHETHER EXPRESS, IMPLIED OR STATUTORY, INCLUDING, WITHOUT LIMITATION, ANY IMPLIED WAR",2
Fly,fly.html,termination_exit,Medium,standard,"Force Majeure.  Fly.io will not be liable hereunder by reason of any failure or delay in the performance of its obligations under this Agreement on account of strikes, shortages, riots, insurrection, fires, flood, storm, explosions, acts of God, war, governmental action, labor conditions, earthquakes, material shortages or any other cause that is beyond the reasonable control of Fly.io. Independent Contractors. Customer’s relationship to Fly.io is that of an independent contractor, and neither p",3
Gitlab,gitlab.html,pricing_terms,Medium,standard,GitLab Terms of Use Platform Platform The most comprehensive AI-powered DevSecOps Platform Explore our Platform GitLab Duo (AI) Build software faster with AI at every stage of development Meet GitLab Duo Why GitLab 10 reasons why Enterprises choose GitLab Learn more Get started with Platform Engineering Developer Experience MLOps Product Automation CI/CD AI-Assisted Development Source Code Management Automated Software Delivery Security Application Security Testing Software Supply Chain Security,2
Google Cloud,google_cloud.html,data_portability,Medium,standard,"Google Cloud Platform Terms Of Service Skip to main content Overview close Accelerate your digital transformation Whether your business is early in its journey or well on its way to digital transformation, Google Cloud can help solve your toughest challenges. Learn more Key benefits Why Google Cloud Top reasons businesses choose us. AI and ML Get enterprise-ready AI. Multicloud Run your apps wherever you need them. Global infrastructure Build on the same infrastructure as Google. Data Cloud Make",2
Google Cloud,google_cloud.html,pricing_terms,Medium,price_increase_risk,"Google Cloud Platform Terms Of Service Skip to main content Overview close Accelerate your digital transformation Whether your business is early in its journey or well on its way to digital transformation, Google Cloud can help solve your toughest challenges. Learn more Key benefits Why Google Cloud Top reasons businesses choose us. AI and ML Get enterprise-ready AI. Multicloud Run your apps wherever you need them. Global infrastructure Build on the same infrastructure as Google. Data Cloud Make",2
Google Cloud,google_cloud.html,pricing_terms,Medium,standard,                      applicable provisions in the Service Specific Terms. 2. Payment Terms. 2.1 Billing. (a) Billing Generally. Google will issue an electronic bill or,3
Google Cloud,google_cloud.html,support_obligations,Medium,standard,"Google Cloud Platform Terms Of Service Skip to main content Overview close Accelerate your digital transformation Whether your business is early in its journey or well on its way to digital transformation, Google Cloud can help solve your toughest challenges. Learn more Key benefits Why Google Cloud Top reasons businesses choose us. AI and ML Get enterprise-ready AI. Multicloud Run your apps wherever you need them. Global infrastructure Build on the same infrastructure as Google. Data Cloud Make",3
Google Cloud,google_cloud.html,support_obligations,Medium,standard,                       are provided by Google. 6. Technical Support Services. 6.1 By Customer. Customer is responsible,2
Google Cloud,google_cloud.html,termination_exit,Medium,standard,                      in this Section 8 (Term and Termination). 8.2 GWS Services Renewal. The following terms apply only to,2
Google Cloud,google_cloud.html,termination_exit,Medium,standard,                      Anti-Bribery Laws or Export Control Laws. 8.7 Effect of Termination or Non-Renewal. Subject to the last,2
Google Cloud,google_cloud.html,service_level,Medium,standard,"Google Cloud Platform Terms Of Service Skip to main content Overview close Accelerate your digital transformation Whether your business is early in its journey or well on its way to digital transformation, Google Cloud can help solve your toughest challenges. Learn more Key benefits Why Google Cloud Top reasons businesses choose us. AI and ML Get enterprise-ready AI. Multicloud Run your apps wherever you need them. Global infrastructure Build on the same infrastructure as Google. Data Cloud Make",6
Google Cloud,google_cloud.html,service_level,Medium,standard,"                          makes the Services available to Customer. ""SLA"" means, as applicable: (i) For GCP Services, each of the then-current service level agreements at https://cloud.google.com/terms/sla ; (ii) For GWS Services, the",2
Google Cloud,google_cloud.html,service_level,Medium,standard,"                             then-current service level agreement at https://workspace.google.com/terms/sla/ ; (iii) For SecOps Services, each of the then-current service level",2
Google Cloud,google_cloud.html,service_level,Medium,standard,"                            of the then-current service level agreements at https://cloud.google.com/terms/looker/legal/customers/sla . ""Software"" means any downloadable tools, software development",2
Hubspot,hubspot.html,pricing_terms,High,price_increase_risk,"Customer Terms of Service Logo - Full (Color) Skip to content English Select a language 日本語 Deutsch English Español Português Français High Contrast Customer Support Contact Sales Close Search Log in About About About Us Careers Contact Us Investor Relations Management Team Back Menu Close Search Products Products The HubSpot Customer Platform All of HubSpot's marketing, sales, and customer service software on one AI-powered platform. Free HubSpot CRM Overview of all products Marketing Hub Marke",8
Hubspot,hubspot.html,support_obligations,High,discontinuation_risk,"Customer Terms of Service Logo - Full (Color) Skip to content English Select a language 日本語 Deutsch English Español Português Français High Contrast Customer Support Contact Sales Close Search Log in About About About Us Careers Contact Us Investor Relations Management Team Back Menu Close Search Products Products The HubSpot Customer Platform All of HubSpot's marketing, sales, and customer service software on one AI-powered platform. Free HubSpot CRM Overview of all products Marketing Hub Marke",6
Hubspot,hubspot.html,termination_exit,High,automatic_renewal,"Customer Terms of Service Logo - Full (Color) Skip to content English Select a language 日本語 Deutsch English Español Português Français High Contrast Customer Support Contact Sales Close Search Log in About About About Us Careers Contact Us Investor Relations Management Team Back Menu Close Search Products Products The HubSpot Customer Platform All of HubSpot's marketing, sales, and customer service software on one AI-powered platform. Free HubSpot CRM Overview of all products Marketing Hub Marke",5
Hubspot,hubspot.html,service_level,High,no_compensation,"Customer Terms of Service Logo - Full (Color) Skip to content English Select a language 日本語 Deutsch English Español Português Français High Contrast Customer Support Contact Sales Close Search Log in About About About Us Careers Contact Us Investor Relations Management Team Back Menu Close Search Products Products The HubSpot Customer Platform All of HubSpot's marketing, sales, and customer service software on one AI-powered platform. Free HubSpot CRM Overview of all products Marketing Hub Marke",11
Icloud,icloud.html,pricing_terms,High,price_increase_risk,"Legal - iCloud - Apple Apple Store Mac iPad iPhone Watch Vision AirPods TV & Home Entertainment Accessories Support 0 + Legal Open Menu Close Menu Hardware Software Sales & Support Internet Services Intellectual Property More Resources English Choose your country/region Welcome to iCloud THIS LEGAL AGREEMENT BETWEEN YOU AND APPLE GOVERNS YOUR USE OF THE iCLOUD PRODUCT, SOFTWARE, SERVICES, AND WEBSITES (COLLECTIVELY REFERRED TO AS THE “SERVICE”). IT IS IMPORTANT THAT YOU READ AND UNDERSTAND THE F",7
Icloud,icloud.html,support_obligations,High,no_support_guarantee,"Legal - iCloud - Apple Apple Store Mac iPad iPhone Watch Vision AirPods TV & Home Entertainment Accessories Support 0 + Legal Open Menu Close Menu Hardware Software Sales & Support Internet Services Intellectual Property More Resources English Choose your country/region Welcome to iCloud THIS LEGAL AGREEMENT BETWEEN YOU AND APPLE GOVERNS YOUR USE OF THE iCLOUD PRODUCT, SOFTWARE, SERVICES, AND WEBSITES (COLLECTIVELY REFERRED TO AS THE “SERVICE”). IT IS IMPORTANT THAT YOU READ AND UNDERSTAND THE F",6
Icloud,icloud.html,termination_exit,Medium,standard,"Legal - iCloud - Apple Apple Store Mac iPad iPhone Watch Vision AirPods TV & Home Entertainment Accessories Support 0 + Legal Open Menu Close Menu Hardware Software Sales & Support Internet Services Intellectual Property More Resources English Choose your country/region Welcome to iCloud THIS LEGAL AGREEMENT BETWEEN YOU AND APPLE GOVERNS YOUR USE OF THE iCLOUD PRODUCT, SOFTWARE, SERVICES, AND WEBSITES (COLLECTIVELY REFERRED TO AS THE “SERVICE”). IT IS IMPORTANT THAT YOU READ AND UNDERSTAND THE F",6
Icloud,icloud.html,service_level,High,no_guarantee,"Legal - iCloud - Apple Apple Store Mac iPad iPhone Watch Vision AirPods TV & Home Entertainment Accessories Support 0 + Legal Open Menu Close Menu Hardware Software Sales & Support Internet Services Intellectual Property More Resources English Choose your country/region Welcome to iCloud THIS LEGAL AGREEMENT BETWEEN YOU AND APPLE GOVERNS YOUR USE OF THE iCLOUD PRODUCT, SOFTWARE, SERVICES, AND WEBSITES (COLLECTIVELY REFERRED TO AS THE “SERVICE”). IT IS IMPORTANT THAT YOU READ AND UNDERSTAND THE F",8
Intercom,intercom.html,pricing_terms,High,price_increase_risk,Terms and Policies | Intercom blank blank blank blank blank Skip to content All Intercom Suite One platform with Fin AI Agent and a complete Helpdesk Fin The highest performing AI Agent in customer service Helpdesk The next-gen Helpdesk designed for efficiency Home Product Helpdesk Helpdesk Overview The next-gen Helpdesk designed for efficiency Inbox Maximize productivity with an AI-enhanced inbox. Copilot Make every agent an instant AI-powered expert. Tickets Optimized to resolve complex issues,9
Intercom,intercom.html,pricing_terms,Medium,price_increase_risk,"For customers who have a designated Intercom sales point of contact, Customer agrees that Intercom may use Customer's name and/or logo for any marketing and publicity purposes with Customer's prior written consent. Intercom agrees that any such use  shall not be deemed Customer's endorsement of the Services. 16. General Terms 16.1. Assignment. This Agreement will bind and inure to the benefit of each party's permitted successors and assigns. Neither party may assign this Agreement without the ad",3
Intercom,intercom.html,support_obligations,High,discontinuation_risk,Terms and Policies | Intercom blank blank blank blank blank Skip to content All Intercom Suite One platform with Fin AI Agent and a complete Helpdesk Fin The highest performing AI Agent in customer service Helpdesk The next-gen Helpdesk designed for efficiency Home Product Helpdesk Helpdesk Overview The next-gen Helpdesk designed for efficiency Inbox Maximize productivity with an AI-enhanced inbox. Copilot Make every agent an instant AI-powered expert. Tickets Optimized to resolve complex issues,2
Intercom,intercom.html,termination_exit,Medium,automatic_renewal,Terms and Policies | Intercom blank blank blank blank blank Skip to content All Intercom Suite One platform with Fin AI Agent and a complete Helpdesk Fin The highest performing AI Agent in customer service Helpdesk The next-gen Helpdesk designed for efficiency Home Product Helpdesk Helpdesk Overview The next-gen Helpdesk designed for efficiency Inbox Maximize productivity with an AI-enhanced inbox. Copilot Make every agent an instant AI-powered expert. Tickets Optimized to resolve complex issues,5
Intercom,intercom.html,termination_exit,Medium,standard,"For customers who have a designated Intercom sales point of contact, Customer agrees that Intercom may use Customer's name and/or logo for any marketing and publicity purposes with Customer's prior written consent. Intercom agrees that any such use  shall not be deemed Customer's endorsement of the Services. 16. General Terms 16.1. Assignment. This Agreement will bind and inure to the benefit of each party's permitted successors and assigns. Neither party may assign this Agreement without the ad",2
Intercom,intercom.html,service_level,High,no_compensation,Terms and Policies | Intercom blank blank blank blank blank Skip to content All Intercom Suite One platform with Fin AI Agent and a complete Helpdesk Fin The highest performing AI Agent in customer service Helpdesk The next-gen Helpdesk designed for efficiency Home Product Helpdesk Helpdesk Overview The next-gen Helpdesk designed for efficiency Inbox Maximize productivity with an AI-enhanced inbox. Copilot Make every agent an instant AI-powered expert. Tickets Optimized to resolve complex issues,7
Intercom,intercom.html,service_level,High,no_guarantee,"For customers who have a designated Intercom sales point of contact, Customer agrees that Intercom may use Customer's name and/or logo for any marketing and publicity purposes with Customer's prior written consent. Intercom agrees that any such use  shall not be deemed Customer's endorsement of the Services. 16. General Terms 16.1. Assignment. This Agreement will bind and inure to the benefit of each party's permitted successors and assigns. Neither party may assign this Agreement without the ad",5
Jenkins,jenkins.html,support_obligations,Medium,standard,"See the Regular (Weekly) Release Line for more details. LTS Releases Every three months or so we pick a prior release as the new long-term support (LTS) release and then create the ‘stable’ branch, from that release point. This branch gets important bug fixes backported from the master branch, and further patch releases are built roughly every two weeks until the next LTS baseline is chosen. See LTS Release Line for more details. Modules Modules are libraries that are built separately from the c",2
Jira,jira.html,data_portability,High,data_restriction,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,2
Jira,jira.html,pricing_terms,High,price_increase_risk,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,8
Jira,jira.html,support_obligations,High,no_support_guarantee,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,6
Jira,jira.html,termination_exit,Medium,automatic_renewal,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,4
Jira,jira.html,service_level,High,no_compensation,Atlassian Customer Agreement | Atlassian Close View this page in your language ? All languages Choose your language 中文 Deutsch English Español Français Italiano 한국어 Nederlands 日本語 Português Pусский Polski Get it free Products Featured Developers Product Managers IT professionals Business Teams Leadership Teams Featured Developers Product Managers IT professionals Business Teams Leadership Teams See all apps Featured FEATURED APPS Jira Flexible project management Confluence Collaborative knowledg,7
Mailchimp,mailchimp.html,pricing_terms,High,price_increase_risk,Mailchimp’s Standard Terms of Use | Mailchimp Skip to main content Save 50% for 12 months - limited time offer. Get started today. Solutions and Services Solutions and Services See what’s new Email marketing Send personalized emails that convert Websites Create your branded web presence Social media marketing Amplify the conversation across multiple channels Templates Customize pre-designed layouts Marketing automation Deliver the right message at the right time Reporting and analytics Track sal,8
Mailchimp,mailchimp.html,pricing_terms,High,price_increase_risk,"You understand and agree, for any text messages sent to you in connection with the Service, that: (a) message frequency may vary, (b) message and data rates may apply, and Intuit is not responsible for these charges, (c) you may reply HELP for information, (d) you can reply STOP to opt out at any time (though if you do, you agree to receive a single message confirming your opt-out) and (e) neither Mailchimp nor mobile carriers involved in the text messaging are liable for delayed or undelivered ",5
Mailchimp,mailchimp.html,support_obligations,High,no_support_guarantee,Mailchimp’s Standard Terms of Use | Mailchimp Skip to main content Save 50% for 12 months - limited time offer. Get started today. Solutions and Services Solutions and Services See what’s new Email marketing Send personalized emails that convert Websites Create your branded web presence Social media marketing Amplify the conversation across multiple channels Templates Customize pre-designed layouts Marketing automation Deliver the right message at the right time Reporting and analytics Track sal,4
Mailchimp,mailchimp.html,support_obligations,High,discontinuation_risk,"You understand and agree, for any text messages sent to you in connection with the Service, that: (a) message frequency may vary, (b) message and data rates may apply, and Intuit is not responsible for these charges, (c) you may reply HELP for information, (d) you can reply STOP to opt out at any time (though if you do, you agree to receive a single message confirming your opt-out) and (e) neither Mailchimp nor mobile carriers involved in the text messaging are liable for delayed or undelivered ",2
Mailchimp,mailchimp.html,termination_exit,High,cancellation_penalty,Mailchimp’s Standard Terms of Use | Mailchimp Skip to main content Save 50% for 12 months - limited time offer. Get started today. Solutions and Services Solutions and Services See what’s new Email marketing Send personalized emails that convert Websites Create your branded web presence Social media marketing Amplify the conversation across multiple channels Templates Customize pre-designed layouts Marketing automation Deliver the right message at the right time Reporting and analytics Track sal,6
Mailchimp,mailchimp.html,termination_exit,Medium,standard,"You understand and agree, for any text messages sent to you in connection with the Service, that: (a) message frequency may vary, (b) message and data rates may apply, and Intuit is not responsible for these charges, (c) you may reply HELP for information, (d) you can reply STOP to opt out at any time (though if you do, you agree to receive a single message confirming your opt-out) and (e) neither Mailchimp nor mobile carriers involved in the text messaging are liable for delayed or undelivered ",3
Mailchimp,mailchimp.html,service_level,Medium,standard,Mailchimp’s Standard Terms of Use | Mailchimp Skip to main content Save 50% for 12 months - limited time offer. Get started today. Solutions and Services Solutions and Services See what’s new Email marketing Send personalized emails that convert Websites Create your branded web presence Social media marketing Amplify the conversation across multiple channels Templates Customize pre-designed layouts Marketing automation Deliver the right message at the right time Reporting and analytics Track sal,5
Mailchimp,mailchimp.html,service_level,High,no_compensation,"You understand and agree, for any text messages sent to you in connection with the Service, that: (a) message frequency may vary, (b) message and data rates may apply, and Intuit is not responsible for these charges, (c) you may reply HELP for information, (d) you can reply STOP to opt out at any time (though if you do, you agree to receive a single message confirming your opt-out) and (e) neither Mailchimp nor mobile carriers involved in the text messaging are liable for delayed or undelivered ",4
Mailgun,mailgun.html,pricing_terms,High,price_increase_risk,"Terms of Service - Transactional Email API Service For Developers | Mailgun Search Sinch Email Mailjet Email on Acid About Company Partners Careers Blog Help Contact Support Help Center Documentation SDKs Status Security Portal English English Français Deutsch Español Pricing Products Back to main menu Send Email API & SMTP services to send, receive, and track emails Optimize Tools and services to improve your email deliverability Validate Clean your email list via API or bulk list upload Inspec",10
Mailgun,mailgun.html,support_obligations,High,no_support_guarantee,"Terms of Service - Transactional Email API Service For Developers | Mailgun Search Sinch Email Mailjet Email on Acid About Company Partners Careers Blog Help Contact Support Help Center Documentation SDKs Status Security Portal English English Français Deutsch Español Pricing Products Back to main menu Send Email API & SMTP services to send, receive, and track emails Optimize Tools and services to improve your email deliverability Validate Clean your email list via API or bulk list upload Inspec",3
Mailgun,mailgun.html,termination_exit,High,exit_fees,"Terms of Service - Transactional Email API Service For Developers | Mailgun Search Sinch Email Mailjet Email on Acid About Company Partners Careers Blog Help Contact Support Help Center Documentation SDKs Status Security Portal English English Français Deutsch Español Pricing Products Back to main menu Send Email API & SMTP services to send, receive, and track emails Optimize Tools and services to improve your email deliverability Validate Clean your email list via API or bulk list upload Inspec",7
Mailgun,mailgun.html,service_level,High,no_compensation,"Terms of Service - Transactional Email API Service For Developers | Mailgun Search Sinch Email Mailjet Email on Acid About Company Partners Careers Blog Help Contact Support Help Center Documentation SDKs Status Security Portal English English Français Deutsch Español Pricing Products Back to main menu Send Email API & SMTP services to send, receive, and track emails Optimize Tools and services to improve your email deliverability Validate Clean your email list via API or bulk list upload Inspec",10
Mixpanel,mixpanel.html,data_portability,Medium,data_restriction,"Terms of Use | Mobile & Web User Analytics | Mixpanel Fintech, how do you measure up to the rest of the industry? Get the benchmark report → Mixpanel Copy wordmark as SVG Brand guidelines Platform Platform Product Analytics Measure & optimize products Web Analytics Track & improve website performance Mobile Analytics Analyze & refine mobile apps Experiments & Feature Flagging Validate every release Metric Trees Turn strategy into action Warehouse Connectors Sync trusted data Session Replay Watch",2
Mixpanel,mixpanel.html,pricing_terms,High,price_increase_risk,"Terms of Use | Mobile & Web User Analytics | Mixpanel Fintech, how do you measure up to the rest of the industry? Get the benchmark report → Mixpanel Copy wordmark as SVG Brand guidelines Platform Platform Product Analytics Measure & optimize products Web Analytics Track & improve website performance Mobile Analytics Analyze & refine mobile apps Experiments & Feature Flagging Validate every release Metric Trees Turn strategy into action Warehouse Connectors Sync trusted data Session Replay Watch",8
Mixpanel,mixpanel.html,support_obligations,High,no_support_guarantee,"Terms of Use | Mobile & Web User Analytics | Mixpanel Fintech, how do you measure up to the rest of the industry? Get the benchmark report → Mixpanel Copy wordmark as SVG Brand guidelines Platform Platform Product Analytics Measure & optimize products Web Analytics Track & improve website performance Mobile Analytics Analyze & refine mobile apps Experiments & Feature Flagging Validate every release Metric Trees Turn strategy into action Warehouse Connectors Sync trusted data Session Replay Watch",5
Mixpanel,mixpanel.html,termination_exit,Medium,automatic_renewal,"Terms of Use | Mobile & Web User Analytics | Mixpanel Fintech, how do you measure up to the rest of the industry? Get the benchmark report → Mixpanel Copy wordmark as SVG Brand guidelines Platform Platform Product Analytics Measure & optimize products Web Analytics Track & improve website performance Mobile Analytics Analyze & refine mobile apps Experiments & Feature Flagging Validate every release Metric Trees Turn strategy into action Warehouse Connectors Sync trusted data Session Replay Watch",4
Mixpanel,mixpanel.html,service_level,High,no_compensation,"Terms of Use | Mobile & Web User Analytics | Mixpanel Fintech, how do you measure up to the rest of the industry? Get the benchmark report → Mixpanel Copy wordmark as SVG Brand guidelines Platform Platform Product Analytics Measure & optimize products Web Analytics Track & improve website performance Mobile Analytics Analyze & refine mobile apps Experiments & Feature Flagging Validate every release Metric Trees Turn strategy into action Warehouse Connectors Sync trusted data Session Replay Watch",9
Monday,monday.html,pricing_terms,High,price_increase_risk,"                        center Spaces Pricing Contact sales Go to homepage monday.com legal portal English Español Français Deutsch 日本語 한국어 Português Legal overview Legal overview Terms & policies Terms of Service Acceptable Use Policy Additional Services Terms Service Level Agreement for Enterprise Plan Copyright Policy Apple Distributor Requirements and Usage Rules monday AI Terms and Conditions AI Acceptable Use Policies Privacy Sub-Processors, Subsidiaries & Support Privacy Policy Cookie Pol",8
Monday,monday.html,support_obligations,High,no_support_guarantee,"                        center Spaces Pricing Contact sales Go to homepage monday.com legal portal English Español Français Deutsch 日本語 한국어 Português Legal overview Legal overview Terms & policies Terms of Service Acceptable Use Policy Additional Services Terms Service Level Agreement for Enterprise Plan Copyright Policy Apple Distributor Requirements and Usage Rules monday AI Terms and Conditions AI Acceptable Use Policies Privacy Sub-Processors, Subsidiaries & Support Privacy Policy Cookie Pol",4
Monday,monday.html,termination_exit,High,automatic_renewal,"                        center Spaces Pricing Contact sales Go to homepage monday.com legal portal English Español Français Deutsch 日本語 한국어 Português Legal overview Legal overview Terms & policies Terms of Service Acceptable Use Policy Additional Services Terms Service Level Agreement for Enterprise Plan Copyright Policy Apple Distributor Requirements and Usage Rules monday AI Terms and Conditions AI Acceptable Use Policies Privacy Sub-Processors, Subsidiaries & Support Privacy Policy Cookie Pol",6
Monday,monday.html,service_level,High,no_guarantee,"                        center Spaces Pricing Contact sales Go to homepage monday.com legal portal English Español Français Deutsch 日本語 한국어 Português Legal overview Legal overview Terms & policies Terms of Service Acceptable Use Policy Additional Services Terms Service Level Agreement for Enterprise Plan Copyright Policy Apple Distributor Requirements and Usage Rules monday AI Terms and Conditions AI Acceptable Use Policies Privacy Sub-Processors, Subsidiaries & Support Privacy Policy Cookie Pol",10
Mongodb,mongodb.html,pricing_terms,High,price_increase_risk,"Terms Of Use | MongoDB MongoDB Event MongoDB.local SF, Jan 15: See the speaker lineup & ship your AI vision faster. Use WEB50 to save 50% > Announcement Learn why MongoDB was named a Leader in the 2025 Gartner® Magic Quadrant™ Learn more > General Information General Information Documentation Developer Articles & Topics Community Forums Blog University Products Platform Atlas Build and scale with an AI-ready platform Platform Services Database Deploy a multi-cloud database Search Deliver engagin",4
Mongodb,mongodb.html,support_obligations,High,discontinuation_risk,"Terms Of Use | MongoDB MongoDB Event MongoDB.local SF, Jan 15: See the speaker lineup & ship your AI vision faster. Use WEB50 to save 50% > Announcement Learn why MongoDB was named a Leader in the 2025 Gartner® Magic Quadrant™ Learn more > General Information General Information Documentation Developer Articles & Topics Community Forums Blog University Products Platform Atlas Build and scale with an AI-ready platform Platform Services Database Deploy a multi-cloud database Search Deliver engagin",3
Mongodb,mongodb.html,termination_exit,High,cancellation_penalty,"Terms Of Use | MongoDB MongoDB Event MongoDB.local SF, Jan 15: See the speaker lineup & ship your AI vision faster. Use WEB50 to save 50% > Announcement Learn why MongoDB was named a Leader in the 2025 Gartner® Magic Quadrant™ Learn more > General Information General Information Documentation Developer Articles & Topics Community Forums Blog University Products Platform Atlas Build and scale with an AI-ready platform Platform Services Database Deploy a multi-cloud database Search Deliver engagin",2
Mongodb,mongodb.html,service_level,High,no_compensation,"Terms Of Use | MongoDB MongoDB Event MongoDB.local SF, Jan 15: See the speaker lineup & ship your AI vision faster. Use WEB50 to save 50% > Announcement Learn why MongoDB was named a Leader in the 2025 Gartner® Magic Quadrant™ Learn more > General Information General Information Documentation Developer Articles & Topics Community Forums Blog University Products Platform Atlas Build and scale with an AI-ready platform Platform Services Database Deploy a multi-cloud database Search Deliver engagin",4
Netlify,netlify.html,pricing_terms,High,unilateral_pricing,"Netlify Website Terms of Use | Netlify New: Observability, AI Gateway, and Prerendering Close announcement bar Site navigation Go to homepage Skip to content Search Log in Toggle main menu Platform Toggle platform submenu The Netlify Platform Your app, live instantly. From AI tools or Git to global deployment in seconds. Everything included. Explore the platform Key Features Deploy Previews Agent Runners AI Gateway Functions Storage Observability Security Edge network Solutions Toggle solutions ",4
Netlify,netlify.html,service_level,High,no_guarantee,"Netlify Website Terms of Use | Netlify New: Observability, AI Gateway, and Prerendering Close announcement bar Site navigation Go to homepage Skip to content Search Log in Toggle main menu Platform Toggle platform submenu The Netlify Platform Your app, live instantly. From AI tools or Git to global deployment in seconds. Everything included. Explore the platform Key Features Deploy Previews Agent Runners AI Gateway Functions Storage Observability Security Edge network Solutions Toggle solutions ",5
Newrelic,newrelic.html,pricing_terms,Medium,standard,"Terms of Service Agreement | New Relic Skip to main content New Relic Inc. Terms of Service Paid Accounts Customers that access New Relic’s platform through a paid subscription are governed by the Terms of Service set forth immediately above. Unpaid Accounts Customers that access New Relic’s platform on an unpaid (e.g. trials, proof of concepts, New Relic Developer Edition or ‘lite’) basis are governed by the Terms of Service set forth immediately above. Community Forums Community Forum particip",3
Newrelic,newrelic.html,support_obligations,Medium,standard,"Terms of Service Agreement | New Relic Skip to main content New Relic Inc. Terms of Service Paid Accounts Customers that access New Relic’s platform through a paid subscription are governed by the Terms of Service set forth immediately above. Unpaid Accounts Customers that access New Relic’s platform on an unpaid (e.g. trials, proof of concepts, New Relic Developer Edition or ‘lite’) basis are governed by the Terms of Service set forth immediately above. Community Forums Community Forum particip",4
Newrelic,newrelic.html,service_level,Medium,standard,"Terms of Service Agreement | New Relic Skip to main content New Relic Inc. Terms of Service Paid Accounts Customers that access New Relic’s platform through a paid subscription are governed by the Terms of Service set forth immediately above. Unpaid Accounts Customers that access New Relic’s platform on an unpaid (e.g. trials, proof of concepts, New Relic Developer Edition or ‘lite’) basis are governed by the Terms of Service set forth immediately above. Community Forums Community Forum particip",4
Okta,okta.html,pricing_terms,Medium,standard,"Legal Agreements | Okta Skip to content Learn what’s next for AI identity in 2026. Register now → +1 (800) 425-1267 Search United States Australia Brazil Canada (EN) France Germany Japan Korea Mexico Netherlands Singapore Spain Sweden United Kingdom Login Products Solutions Learning & Support Developers Company Free trial Contact us Products Our platforms secure all types of identity from AI agents to your customers, employees, and partners. Free Trial Pricing Release Overview Product Training I",2
Okta,okta.html,support_obligations,Medium,standard,"Legal Agreements | Okta Skip to content Learn what’s next for AI identity in 2026. Register now → +1 (800) 425-1267 Search United States Australia Brazil Canada (EN) France Germany Japan Korea Mexico Netherlands Singapore Spain Sweden United Kingdom Login Products Solutions Learning & Support Developers Company Free trial Contact us Products Our platforms secure all types of identity from AI agents to your customers, employees, and partners. Free Trial Pricing Release Overview Product Training I",2
Okta,okta.html,service_level,Medium,standard,"Legal Agreements | Okta Skip to content Learn what’s next for AI identity in 2026. Register now → +1 (800) 425-1267 Search United States Australia Brazil Canada (EN) France Germany Japan Korea Mexico Netherlands Singapore Spain Sweden United Kingdom Login Products Solutions Learning & Support Developers Company Free trial Contact us Products Our platforms secure all types of identity from AI agents to your customers, employees, and partners. Free Trial Pricing Release Overview Product Training I",2
Pagerduty,pagerduty.html,pricing_terms,Medium,standard,"Terms of Service | PagerDuty Meet us at AWS re:Invent. Book 1:1 time with a PagerDuty Expert Learn more Connect, Learn, Innovate. Join us for PagerDuty on Tour. Register now Meet us at AWS re:Invent. Book 1:1 time with a PagerDuty Expert Learn more ✕ Products Arrow Down Icon Solutions Arrow Down Icon Pricing Company Arrow Down Icon Resources Arrow Down Icon English Deutsch Français 日本語 Contact Us Log In Start for Free Your account is waiting! Search English Deutsch Français 日本語 Contact Us Log In",2
